userID	hobbyID	weight
18	262	0.445143106
18	260	0.958387127
18	191	0.609249905
19	293	0.532560356
19	232	0.461082032
19	117	0.515751609
19	65	0.750628075
19	239	0.480907567
19	234	0.255575335
19	189	0.216112187
19	42	0.154280293
19	233	0.122275166
19	54	0.460386176
20	53	0.175836683
20	67	0.647437259
20	247	0.267755555
20	219	0.598090148
20	73	0.632099465
20	73	0.056010124
20	269	0.752779203
20	213	0.239036049
20	252	0.59538137
20	316	0.470666867
21	114	0.599660605
21	259	0.010152669
21	307	0.209595806
21	110	0.17333201
21	66	0.209316506
21	17	0.417818944
21	33	0.537303082
21	217	0.795208824
21	35	0.104186433
21	188	0.421809306
22	88	0.133698289
22	221	0.208476106
22	56	0.745129296
22	103	0.661862373
22	122	0.150274259
22	56	0.713520576
22	57	0.80588604
22	56	0.477612926
22	70	0.545654971
22	267	0.751170515
23	67	0.881373058
23	35	0.485140801
23	42	0.197227736
23	111	0.419382959
23	282	0.474882927
23	271	0.621748242
23	122	0.905143313
23	136	0.701325495
23	80	0.449624881
23	321	0.141120688
24	205	0.170819635
24	8	0.547469819
24	6	0.089010341
24	222	0.724903584
24	273	0.696568655
24	268	0.671098704
24	246	0.421493386
24	104	0.452922309
24	79	0.982493114
24	234	0.844273156
25	94	0.616364059
25	86	0.951817762
25	204	0.144032562
25	89	0.901968697
25	219	0.780240497
25	293	0.162951522
25	147	0.476875536
25	18	0.043767885
25	313	0.278156969
25	135	0.046659718
26	307	0.811302121
26	290	0.29619648
26	45	0.676054792
26	302	0.432571928
26	234	0.990261039
26	181	0.225319038
26	259	0.649993835
26	16	0.932551914
26	56	0.055632303
26	16	0.429416783
27	147	0.901676471
27	236	0.017961096
27	168	0.678365398
27	275	0.823536837
27	10	0.215205103
27	231	0.521188584
27	251	0.681202354
27	234	0.565896577
27	240	0.621310761
27	206	0.858858513
28	61	0.798756353
28	81	0.533627082
28	105	0.880457854
28	303	0.681288692
28	145	0.153576956
28	13	0.768125576
28	83	0.054262503
28	75	0.636438472
28	318	0.086348231
28	257	0.181749767
29	66	0.271568413
29	243	0.476242739
29	298	0.747081213
29	148	0.510258862
29	229	0.271293969
29	105	0.913001589
29	63	0.140196429
29	140	0.384408411
29	93	0.984635692
29	168	0.071529799
30	136	0.028729817
30	284	0.666278477
30	132	0.421639179
30	285	0.559189384
30	42	0.37508568
30	118	0.721993049
30	114	0.712165773
30	295	0.249521363
30	70	0.275255552
30	27	0.86411203
31	254	0.204827497
31	105	0.468391272
31	129	0.960694322
31	238	0.728745906
31	319	0.37904037
31	101	0.055724282
31	224	0.05686869
31	171	0.077159594
31	218	0.967410929
31	43	0.699999364
32	39	0.050896058
32	278	0.867917572
32	80	0.099259664
32	62	0.571941524
32	56	0.966460291
32	172	0.766557149
32	267	0.418373032
32	125	0.407647782
32	262	0.587854511
32	212	0.660079719
33	108	0.774730373
33	221	0.033220525
33	14	0.27590949
33	271	0.327171802
33	249	0.575824908
33	139	0.488924861
33	59	0.350308401
33	187	0.473856405
33	188	0.202771393
33	142	0.291286875
34	236	0.237347212
34	223	0.263705503
34	167	0.200955257
34	65	0.529342563
34	83	0.985421317
34	195	0.087022663
34	77	0.716796049
34	45	0.049917702
34	24	0.222915644
34	198	0.047694632
35	234	0.071830018
35	189	0.743493963
35	44	0.450609063
35	129	0.803588949
35	311	0.199601123
35	152	0.513405261
35	86	0.733073129
35	123	0.820625077
35	158	0.458241002
35	294	0.448957532
36	93	0.737239795
36	285	0.436081995
36	303	0.564943825
36	119	0.283658396
36	88	0.103586711
36	42	0.959403665
36	99	0.184108726
36	4	0.398338496
36	153	0.52947315
36	163	0.24687957
37	17	0.599261329
37	112	0.042099745
37	82	0.83236883
37	261	0.774030441
37	209	0.39284499
37	253	0.49147122
37	124	0.23860146
37	228	0.659573716
37	297	0.621336363
37	269	0.186478698
38	168	0.28995277
38	124	0.366985386
38	142	0.932529537
38	45	0.629938185
38	129	0.126687819
38	252	0.61904288
38	106	0.625595185
38	16	0.132974048
38	305	0.90706244
38	109	0.756928377
39	237	0.581151575
39	61	0.136072523
39	77	0.89430374
39	18	0.430798935
39	187	0.729201725
39	158	0.772416392
39	195	0.79507627
39	259	0.7996165
39	205	0.715838917
39	132	0.035776965
40	220	0.571620744
40	264	0.085699071
40	104	0.727857325
40	238	0.503969999
40	213	0.147341674
40	81	0.077677433
40	23	0.235889923
40	6	0.91200806
40	261	0.684424455
40	139	0.959458531
41	69	0.449372141
41	122	0.113921184
41	282	0.454677791
41	111	0.525245486
41	206	0.825560345
41	177	0.551115653
41	81	0.546406572
41	65	0.108094344
41	193	0.161150465
41	111	0.708436468
42	109	0.078543636
42	192	0.025054308
42	281	0.339226268
42	247	0.515457783
42	318	0.419606428
42	140	0.420469222
42	166	0.500502936
42	256	0.679854798
42	238	0.995439019
42	2	0.654552916
43	267	0.357455486
43	92	0.855590176
43	59	0.654637429
43	228	0.579878992
43	160	0.213120196
43	2	0.120288164
43	152	0.035805574
43	109	0.75156557
43	35	0.454895667
43	38	0.337948508
44	260	0.846672062
44	138	0.104157426
44	198	0.418926059
44	66	0.926281674
44	270	0.068141764
44	319	0.424730775
44	145	0.726551749
44	30	0.347334691
44	288	0.656053708
44	248	0.358894747
45	191	0.465914099
45	201	0.780066855
45	101	0.754913
45	178	0.737151192
45	45	0.466752736
45	212	0.035251771
45	246	0.983736009
45	2	0.542124059
45	321	0.626148717
45	137	0.467053564
46	283	0.671856465
46	158	0.866020553
46	201	0.851890849
46	70	0.96436771
46	161	0.587613599
46	183	0.015683203
46	311	0.530346176
46	118	0.688687424
46	42	0.836437862
46	190	0.951103898
47	71	0.18027276
47	68	0.606698017
47	60	0.306087476
47	237	0.022912911
47	29	0.263606972
47	170	0.564147659
47	229	0.786870643
47	28	0.079595664
47	149	0.506194762
47	137	0.267888918
48	118	0.414186271
48	95	0.126313464
48	175	0.202685902
48	73	0.459713647
48	233	0.909509584
48	187	0.964028341
48	289	0.257334532
48	119	0.273544509
48	255	0.931053061
48	30	0.831095909
49	239	0.623782626
49	126	0.36826632
49	271	0.722439766
49	224	0.696080589
49	52	0.548113465
49	23	0.498474996
49	158	0.062519177
49	316	0.299339137
49	164	0.69735496
49	210	0.120482238
50	19	0.254568627
50	8	0.617551935
50	155	0.345993864
50	34	0.569173253
50	112	0.660465004
50	30	0.185212079
50	278	0.391359174
50	255	0.532571461
50	289	0.804752538
50	108	0.969597114
51	257	0.703716801
51	6	0.04154522
51	1	0.584968049
51	115	0.637563886
51	173	0.407096674
51	31	0.523006566
51	256	0.316984769
51	85	0.245830112
51	37	0.027630323
51	173	0.621761646
52	12	0.920373688
52	29	0.683652297
52	28	0.505896723
52	175	0.842718987
52	17	0.686143509
52	170	0.783191299
52	201	0.102113009
52	93	0.367471641
52	13	0.521040765
52	194	0.296659914
53	102	0.059273102
53	40	0.851798393
53	302	0.656318558
53	303	0.580070871
53	298	0.878517181
53	29	0.364937881
53	22	0.807417043
53	316	0.79039765
53	37	0.611673557
53	275	0.503742785
54	171	0.171929438
54	184	0.086641204
54	28	0.05358317
54	54	0.356061373
54	24	0.75087055
54	159	0.181029429
54	268	0.81284919
54	267	0.705395595
54	260	0.805340158
54	146	0.102502796
55	106	0.57688406
55	24	0.170645961
55	148	0.840754748
55	41	0.089467971
55	19	0.962475875
55	49	0.839568405
55	304	0.261368318
55	106	0.180087841
55	274	0.993594377
55	255	0.328546545
56	289	0.848326105
56	22	0.024876943
56	165	0.310963851
56	209	0.127054218
56	284	0.192035075
56	176	0.774173526
56	203	0.741905164
56	136	0.226950174
56	199	0.324372889
56	249	0.774037985
57	139	0.524156769
57	203	0.433787449
57	245	0.297766838
57	301	0.445078283
57	303	0.542721811
57	276	0.891015897
57	150	0.439397496
57	268	0.723694227
57	307	0.803027981
57	210	0.542705937
58	25	0.266423946
58	218	0.51446574
58	312	0.330739502
58	33	0.490510762
58	188	0.23988347
58	36	0.701565894
58	80	0.063661315
58	146	0.505801532
58	95	0.011340644
58	102	0.084254429
59	48	0.715347764
59	78	0.869622629
59	206	0.778597824
59	149	0.618819094
59	282	0.518354569
59	240	0.850568386
59	31	0.598188737
59	212	0.483362559
59	186	0.655777314
59	300	0.177347967
60	252	0.486527309
60	67	0.86559555
60	62	0.393480172
60	189	0.296855011
60	187	0.842096235
60	200	0.547487528
60	6	0.932560608
60	182	0.085729267
60	186	0.597939915
60	311	0.36256994
61	138	0.057975907
61	116	0.246008893
61	163	0.628028748
61	31	0.476277971
61	36	0.802415482
61	200	0.322134937
61	85	0.624169791
61	247	0.830101996
61	108	0.387053954
61	253	0.087558222
62	177	0.642718199
62	280	0.40666797
62	175	0.643970009
62	141	0.572133353
62	102	0.951930547
62	187	0.454592038
62	69	0.778853837
62	40	0.316104591
62	104	0.023543072
62	84	0.782703886
63	61	0.860849288
63	77	0.862617526
63	16	0.707030054
63	220	0.636836244
63	147	0.966265455
63	125	0.480111095
63	274	0.089749841
63	185	0.796744088
63	60	0.544444904
63	309	0.221347388
64	293	0.974387796
64	147	0.319231351
64	300	0.053018939
64	270	0.300573197
64	267	0.622176326
64	23	0.20134442
64	226	0.837847384
64	185	0.467458193
64	252	0.701126467
64	180	0.73200555
65	196	0.492713738
65	5	0.055030842
65	273	0.832040291
65	35	0.504589546
65	28	0.992596786
65	260	0.953049001
65	40	0.013651685
65	298	0.183970743
65	152	0.200263019
65	215	0.274257155
66	279	0.020378321
66	110	0.225734667
66	95	0.50857917
66	59	0.374023942
66	12	0.713490735
66	254	0.454660505
66	136	0.246140194
66	73	0.875443608
66	112	0.084283985
66	36	0.340853767
67	117	0.948601174
67	236	0.999842444
67	70	0.492655254
67	287	0.815591677
67	189	0.991825544
67	280	0.63242584
67	272	0.595427245
67	192	0.712077702
67	224	0.673096406
67	132	0.888663697
68	308	0.83620519
68	176	0.92348812
68	55	0.809936568
68	114	0.059833863
68	208	0.006732389
68	88	0.369777949
68	203	0.034509348
68	7	0.153511254
68	154	0.65009195
68	137	0.862529224
69	144	0.713341551
69	241	0.256581182
69	237	0.188246314
69	24	0.106603118
69	111	0.995503037
69	51	0.337652271
69	203	0.411029381
69	76	0.515840574
69	208	0.851481672
69	271	0.447464639
70	108	0.747167972
70	161	0.048676333
70	68	0.377644763
70	43	0.612290467
70	75	0.187405543
70	238	0.070841322
70	196	0.660514011
70	214	0.469177578
70	39	0.724711974
70	156	0.05821078
71	105	0.244395445
71	205	0.572059147
71	308	0.452314773
71	124	0.87125318
71	8	0.130964518
71	252	0.234412072
71	320	0.496965748
71	29	0.496510401
71	46	0.304676239
71	219	0.122992576
72	84	0.950746256
72	79	0.142253273
72	38	0.844157913
72	46	0.815344717
72	11	0.837554657
72	17	0.670512686
72	23	0.509511144
72	208	0.986693823
72	121	0.9045275
72	146	0.013177863
73	16	0.293968557
73	66	0.028109939
73	54	0.790150024
73	13	0.846343779
73	16	0.738486686
73	253	0.152316359
73	48	0.50164394
73	18	0.846528777
73	229	0.115650385
73	151	0.781107683
74	249	0.781940264
74	159	0.220578177
74	92	0.662255427
74	243	0.022273133
74	13	0.596813706
74	90	0.899240063
74	291	0.95772337
74	73	0.973157807
74	22	0.915840514
74	267	0.060378373
75	54	0.962435935
75	226	0.862331202
75	173	0.782281233
75	39	0.16528398
75	257	0.679868682
75	296	0.42436434
75	47	0.485526912
75	80	0.86905001
75	48	0.996056307
75	173	0.786796214
76	68	0.345868695
76	311	0.328562899
76	3	0.350219194
76	194	0.022676581
76	88	0.312599018
76	186	0.393290768
76	159	0.105918679
76	315	0.788020929
76	260	0.7674652
76	232	0.431193864
77	66	0.328461451
77	22	0.997649131
77	302	0.527812293
77	45	0.400826272
77	164	0.009872192
77	230	0.989433655
77	163	0.966516256
77	266	0.283917897
77	238	0.634993095
77	152	0.270174941
78	177	0.040875392
78	154	0.885363377
78	8	0.410382121
78	278	0.356996011
78	199	0.135389357
78	103	0.265421156
78	73	0.709978102
78	160	0.169599592
78	201	0.950476566
78	287	0.952383897
79	104	0.122967076
79	126	0.664635599
79	291	0.120752332
79	75	0.849763063
79	321	0.249535161
79	163	0.184224985
79	142	0.556546875
79	312	0.208892903
79	145	0.390808882
79	204	0.145874098
80	261	0.392763849
80	197	0.277539381
80	307	0.212292659
80	249	0.976553035
80	138	0.576266885
80	222	0.913539699
80	132	0.303030228
80	255	0.534547472
80	161	0.769199739
80	220	0.14264772
81	241	0.276214595
81	236	0.177029896
81	265	0.913308818
81	178	0.968224374
81	79	0.828319465
81	115	0.137258587
81	207	0.192072599
81	180	0.590432027
81	133	0.407995746
81	271	0.508303655
82	149	0.888928009
82	125	0.629667419
82	267	0.757856869
82	89	0.60668824
82	187	0.095966702
82	26	0.188352119
82	153	0.024676909
82	134	0.889712871
82	49	0.666057831
82	87	0.040628793
83	172	0.401045287
83	49	0.215289873
83	116	0.768887003
83	37	0.156648236
83	57	0.995997014
83	128	0.605243041
83	102	0.106060225
83	239	0.634129056
83	161	0.009476296
83	113	0.757022686
84	308	0.773102937
84	18	0.343927529
84	45	0.156794486
84	196	0.957636814
84	96	0.285450963
84	186	0.702849675
84	83	0.758636099
84	210	0.690519145
84	12	0.655691518
84	167	0.20239503
85	21	0.547561146
85	196	0.853995588
85	247	0.34124189
85	15	0.931133483
85	162	0.22967448
85	112	0.634847518
85	266	0.448721664
85	224	0.713614869
85	53	0.265070265
85	317	0.137438953
86	42	0.823416242
86	45	0.47502423
86	139	0.355669812
86	51	0.335113532
86	245	0.284158884
86	234	0.633338124
86	8	0.475871717
86	226	0.460016765
86	304	0.870093723
86	304	0.927485584
87	209	0.839305646
87	55	0.001208364
87	186	0.817701263
87	183	0.905334921
87	46	0.850565229
87	57	0.117292351
87	44	0.536376492
87	251	0.791885504
87	68	0.219815513
87	320	0.737220171
88	71	0.511487965
88	79	0.358860649
88	88	0.9244038
88	121	0.884788448
88	81	0.269399394
88	313	0.727912754
88	259	0.189704524
88	238	0.498635535
88	115	0.032357429
88	205	0.476562242
89	303	0.660727736
89	39	0.209072283
89	296	0.536479272
89	103	0.217795046
89	29	0.073760917
89	217	0.330217457
89	84	0.947653462
89	45	0.84521147
89	4	0.893657816
89	40	0.700879039
90	299	0.263303347
90	248	0.000911659
90	35	0.758249898
90	117	0.63064259
90	25	0.530410729
90	7	0.068188837
90	222	0.621595127
90	185	0.43721231
90	96	0.861118198
90	130	0.062889571
91	123	0.10008704
91	107	0.982135002
91	185	0.911348256
91	46	0.044971274
91	45	0.120580409
91	116	0.012574882
91	103	0.700378718
91	153	0.508423495
91	91	0.855409229
91	121	0.951830739
92	276	0.707709443
92	144	0.894800178
92	237	0.246802552
92	289	0.016743415
92	276	0.447087461
92	225	0.718849369
92	171	0.242092006
92	120	0.760568625
92	243	0.431951471
92	287	0.141150123
93	104	0.759124449
93	180	0.360267512
93	313	0.731059045
93	278	0.173934682
93	45	0.902143267
93	278	0.515644487
93	13	0.075523192
93	11	0.073597906
93	84	0.487122644
93	243	0.116512416
94	49	0.965625581
94	61	0.415722047
94	267	0.488969256
94	104	0.178086154
94	19	0.712540834
94	110	0.860699711
94	187	0.691763075
94	237	0.853361182
94	176	0.944223064
94	69	0.419721137
95	280	0.604663144
95	259	0.163625027
95	53	0.697249955
95	16	0.578511696
95	287	0.117652394
95	66	0.432929198
95	310	0.247048743
95	269	0.740397339
95	247	0.085479762
95	80	0.909774723
96	75	0.413241623
96	1	0.486612293
96	219	0.044613186
96	130	0.013794534
96	101	0.40431083
96	160	0.459347001
96	224	0.869699553
96	11	0.097273893
96	170	0.561089489
96	154	0.626324938
97	165	0.444618734
97	93	0.105271038
97	22	0.972073641
97	288	0.200772523
97	20	0.414690852
97	27	0.998551087
97	229	0.71350568
97	238	0.884241683
97	245	0.696273041
97	97	0.11905991
98	295	0.52482729
98	237	0.067323188
98	32	0.801419623
98	321	0.064039114
98	106	0.886762444
98	210	0.713248336
98	205	0.926125086
98	68	0.627596992
98	53	0.31202679
98	223	0.720448719
99	129	0.920414291
99	133	0.626731026
99	200	0.387450016
99	284	0.156740674
99	206	0.85527934
99	116	0.519728196
99	118	0.092211688
99	42	0.136173459
99	314	0.794524135
99	81	0.174532988
100	94	0.890619009
100	151	0.605263333
100	58	0.928486346
100	235	0.061816437
100	55	0.663938433
100	295	0.131280176
100	53	0.161024257
100	169	0.964525308
100	97	0.704197406
100	44	0.657282434
